"Timestamp","Nombor Enumerator","Jantina","Umur","Bangsa","Negeri","Tahap Pendidikan","Adakah anda sedang menjalankan perniagaan?","Nama Syarikat Perniagaan","Jenis Pendaftaran Perniagaan","Bidang Perniagaan","Negeri","Anggaran Jualan Bulanan (Tahunan) Syarikat Semasa","Bahagian, Jabatan, dan Agensi di bawah KKDW pemberi manfaat (boleh lebih daripada 1 jawapan)","Jenis bantuan / kemudahan yang telah di terima  (boleh lebih daripada 1 jawapan)","Anggaran Jualan Bulanan (Tahunan) Syarikat Sebelum Menyertai Program Keusahawanan KKDW","Sejauh manakah anda bersetuju bahawa terdapat akses yang terhad kepada pembiayaan modal, infrastruktur, teknologi, peluang latihan, mentorship dan lain-lain?","Sejauh mana anda percaya bahawa terdapat jurang dalam pendidikan dan kemahiran di kalangan masyarakat kita seperti pembangunan kemahiran, dan keperluan pasaran dan industri?","Sejauh mana anda merasakan bahawa cabaran sosioekonomi seperti modal dan stigma masyarakat mempengaruhi peluang pembangunan peribadi?","Sejauh mana anda mengalami kesukaran dalam mendapatkan rangkaian (networking) yang mencukupi untuk perkembangan peribadi atau perniagaan anda?","Sejauh mana anda percaya bahawa masyarakat kita tidak mempunyai keupayaan bersaing dalam ekonomi global?","Sejauh mana anda menganggap bahawa halangan perundangan dan peraturan (regulasi) mempengaruhi perkembangan perniagaan atau aktiviti sosial?","Sejauh mana anda bersetuju bahawa kekurangan wira aspirasi (ikon / mentor / coach) merupakan cabaran utama dalam mencapai matlamat peribadi atau profesional?","Sejauh mana anda melihat kelestarian (sustainability) dan sistem sokongan komprehensif sebagai elemen penting dalam membangunkan komuniti usahawan?","Nyatakan isu-isu selain yang dinyatakan di atas (jika ada)","Sejauh manakah anda bersetuju bahawa program keusahawanan patut di uruskan dengan lebih sistematik merentasi agensi di bawah selian KKDW dan juga di kementerian lain, untuk mengelakkan sebarang bentuk duplikasi (program sama)?","Sejauh manakah anda percaya bahawa usaha penstrukturan semula patut di ambil terhadap fungsi dan peranan keusahawanan di setiap Bahagian, Jabatan, dan Agensi dalam KKDW?","Sejauh manakah anda bersetuju bahawa KKDW perlu menyediakan ruang serta sokongan kepada usahawan agar mampu bersaing dan maju dalam perniagaan?","Sejauh mana anda bersetuju bahawa KKDW patut memberikan penekanan kepada impak setiap program bagi memastikan hasil pelaburan (Return on Invesment) dikeluarkan kerajaan adalah setimpal.","Sila nyatakan pandangan dan cadangan anda bagi menambahbaik program keusahawanan di bawah KKDW."
"2023/11/22 3:38:24 pm GMT+8","","Lelaki","25 - 54 tahun","Melayu","Pahang","SPM","Ya","Hishammuddin bin Abd.Talib","Milikan Tunggal (Enterprise)","Selain di atas","Pahang","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","MARA- Majlis Amanah Rakyat;KEMAS - Jabatan Kemajuan Masyarakat;JAKOA - Jabatan Kemajuan Orang Asli","Latihan sahaja","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","5","3","3","3","4","5","3","4","","4","5","5","5",""
"2023/11/22 3:42:32 pm GMT+8","PUTRA05","Perempuan","25 - 54 tahun","Melayu","Pahang","Ijazah Sarjana Muda","Ya","anis azwani empire","Milikan Tunggal (Enterprise)","Selain di atas","Pahang","Kurang RM2,000 sebulan (RM24,000 tahunan)","MARA- Majlis Amanah Rakyat","Gerai / warung desa","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","4","4","4","4","4","2","4","","4","4","4","2",""
"2023/11/22 3:44:28 pm GMT+8","PUTRA04","Perempuan","25 - 54 tahun","Melayu","Selangor","Diploma","Ya","Khm food industries sdn bhd","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","Selangor","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","Agensi lain","Geran bantuan","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","5","5","4","5","5","4","5","5","","4","3","5","5",""
"2023/11/22 3:49:25 pm GMT+8","PUTRA03","Lelaki","25 - 54 tahun","Melayu","Selangor","SPM","Ya","DNA Herbal Pride Industries Sdn Bhd ","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","Selangor","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","Mardi,FAMA","Peralatan (in kind)","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","4","5","5","4","4","5","4","4","Memberi masa dan bimbingan yang cukup sebelum menukar undang undang  ","3","3","5","5",""
"2023/11/22 4:56:14 pm GMT+8","PUTRA05","Lelaki","25 - 54 tahun","Melayu","Pahang","Diploma","Ya","A A BARBERSHOP ","Milikan Tunggal (Enterprise)","Perkhidmatan - Kecantikan, Tatarias, Fesyen dll","Pahang","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","MARA- Majlis Amanah Rakyat;RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","2","1","3","5","4","3","4","3","","5","3","3","4","Penambahbaikan langkah dan latihan dan memberi kerjasama antara peniaga dan pihak berwajib"
"2023/11/22 6:00:25 pm GMT+8","PUTRA05","Perempuan","25 - 54 tahun","Melayu","Pahang","SPM","Ya","Cute Little Pumpkin Shop","Milikan Tunggal (Enterprise)","Perkhidmatan - Kecantikan, Tatarias, Fesyen dll","Pahang","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","MARA- Majlis Amanah Rakyat","Geran bantuan;Pinjaman (modal pusingan, aset, alatan)","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","3","3","3","3","3","3","3","","5","5","5","5",""
"2023/11/22 6:04:18 pm GMT+8","PUTRA05","Perempuan","25 - 54 tahun","Melayu","Pahang","SPM","Ya","Qila Sabli Enterprise (Jeram SPA)","Milikan Tunggal (Enterprise)","Perkhidmatan - Kecantikan, Tatarias, Fesyen dll","Pahang","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","MARA- Majlis Amanah Rakyat","Latihan sahaja","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","4","3","3","2","4","2","3","","4","4","3","3",""
"2023/11/22 6:07:34 pm GMT+8","","Perempuan","25 - 54 tahun","Melayu","Pahang","Sijil","Ya","JARUM KREATIF BOUTIQUE AND BEAUTY","Milikan Tunggal (Enterprise)","Perkhidmatan - Kecantikan, Tatarias, Fesyen dll","Pahang","Kurang RM2,000 sebulan (RM24,000 tahunan)","MARA- Majlis Amanah Rakyat;RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Pinjaman (modal pusingan, aset, alatan);Peralatan (in kind);Packaging","Kurang RM2,000 sebulan (RM24,000 tahunan)","5","5","5","5","4","5","3","5","","5","5","5","5",""
"2023/11/22 7:39:02 pm GMT+8","","Perempuan","55 - 64 tahun","Melayu","Pahang","SPM","Ya","ZULHAILY ENTERPRISE","Milikan Tunggal (Enterprise)","Perkhidmatan - Kecantikan, Tatarias, Fesyen dll","Pahang","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Peralatan (in kind)","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","2","4","2","2","4","3","4","","3","3","4","3",""
"2023/11/22 7:57:06 pm GMT+8","","Lelaki","55 - 64 tahun","Melayu","Pahang","Diploma","Ya","Al- Ra’iz Agency ","Milikan Tunggal (Enterprise)","Selain di atas","Pahang","Kurang RM2,000 sebulan (RM24,000 tahunan)","MARA- Majlis Amanah Rakyat","Latihan sahaja","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","3","4","4","1","2","1","3","","5","4","4","4",""
"2023/11/22 8:34:09 pm GMT+8","","Lelaki","25 - 54 tahun","Melayu","Pahang","Ijazah Sarjana Muda","Ya","SHAZ TEKNIK RESOURCES","Milikan Tunggal (Enterprise)","Selain di atas","Pahang","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","MARA- Majlis Amanah Rakyat","Pinjaman (modal pusingan, aset, alatan)","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","2","5","4","1","3","5","5","","5","5","5","5",""
"2023/11/22 9:04:25 pm GMT+8","PUTRA05","Perempuan","25 - 54 tahun","Melayu","Pahang","Ijazah Sarjana Muda","Ya","Ibnu qassim enterprise","Milikan Tunggal (Enterprise)","Selain di atas","Pahang","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","MARA- Majlis Amanah Rakyat","Pinjaman (modal pusingan, aset, alatan)","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","5","5","5","5","5","5","4","4","","5","5","5","5",""
"2023/11/22 11:03:58 pm GMT+8","PUTRA10","Perempuan","15 - 24 tahun","Melayu","Kelantan","Ijazah Sarjana Muda","Tidak","","","","","","KESEDAR - Lembaga Kemajuan Kelantan Selatan","Selain di atas","RM 4.16juta sebulan ke atas (RM 50juta setahun ke atas)","1","1","1","1","1","1","1","1","","1","1","1","1",""
"2023/11/23 12:23:24 am GMT+8","","Lelaki","15 - 24 tahun","Melayu","Kelantan","Diploma","Ya","AA MILION LEGACY","Milikan Tunggal (Enterprise)","Perkhidmatan - Kecantikan, Tatarias, Fesyen dll","Kelantan","RM1.25juta hingga RM4.16juta sebulan (RM15juta hingga RM50juta tahunan)","MARA- Majlis Amanah Rakyat","Selain di atas","RM1.25juta hingga RM4.16juta sebulan (RM15juta hingga RM50juta tahunan)","3","2","4","2","4","4","4","4","","4","4","4","4","memberikan tapak perniagaan yang strategik beserta usaha untuk memeriahkan tempat tersebut"
"2023/11/23 10:59:53 am GMT+8","PUTRA10","Perempuan","25 - 54 tahun","Melayu","Selangor","Sijil","Ya","Norafni A Shani Collection ","Milikan Tunggal (Enterprise)","Pembuatan - Perabot, Kraftangan dll","Selangor","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","KEMAS - Jabatan Kemajuan Masyarakat","Geran bantuan;Latihan sahaja;Packaging","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","5","4","2","2","4","2","5","","5","5","5","5","Wujuckan buliten usahawan mengikut biding"
"2023/11/23 11:02:12 am GMT+8","PUTRA05","Lelaki","25 - 54 tahun","Melayu","Johor","Diploma","Ya","Ezryhelmy enterprise","Milikan Tunggal (Enterprise)","Perkhidmatan - Kecantikan, Tatarias, Fesyen dll","Johor","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","MARA- Majlis Amanah Rakyat;KEJORA - Lembaga Kemajuan Johor Tenggara","Geran bantuan;Pembiayaan (dana bank);Peralatan (in kind + latihan);Perniagaan online;Promosi / pemasaran;Packaging;Business matching","Kurang RM2,000 sebulan (RM24,000 tahunan)","5","5","5","5","3","5","5","5","","3","3","3","5",""
"2023/11/23 11:03:21 am GMT+8","PUTRA06","Lelaki","55 - 64 tahun","Melayu","Pahang","SPM","Ya","Dear Bakery","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Negeri Sembilan","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","4","4","4","2","2","2","2","","5","5","5","5","Memperbanyakkan modal untuk peniaga"
"2023/11/23 11:05:20 am GMT+8","PUTRA08","Perempuan","25 - 54 tahun","Melayu","Selangor","SPM","Ya","Syendot Network","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Selangor","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","MARA- Majlis Amanah Rakyat;RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","4","3","3","3","3","3","4","4","","5","5","5","5",""
"2023/11/23 11:05:51 am GMT+8","PUTRA10","Perempuan","25 - 54 tahun","Melayu","Negeri Sembilan","SPM","Ya","Srimiza enterprise","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Negeri Sembilan","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","KEMAS - Jabatan Kemajuan Masyarakat","Pembiayaan (dana bank)","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","2","1","5","3","1","2","1","1","","5","5","5","4",""
"2023/11/23 11:09:50 am GMT+8","PUTRA10","Perempuan","25 - 54 tahun","Melayu","Negeri Sembilan","Ijazah Sarjana Muda","Ya","Ksm bakery","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","Negeri Sembilan","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","KEMAS - Jabatan Kemajuan Masyarakat","Geran bantuan","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","5","5","5","3","4","1","5","","5","5","5","5",""
"2023/11/23 11:11:03 am GMT+8","PUTRA08","Perempuan","15 - 24 tahun","Melayu","Negeri Sembilan","Ijazah Sarjana Muda","Ya","Famizi Enterprise","Milikan Tunggal (Enterprise)","Selain di atas","Selangor","Kurang RM2,000 sebulan (RM24,000 tahunan)","MARA- Majlis Amanah Rakyat;KEMAS - Jabatan Kemajuan Masyarakat;PERDA - Lembaga Kemajuan Wilayah Pulau Pinang","Selain di atas","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","5","5","5","4","4","5","3","5","","5","5","5","5",""
"2023/11/23 11:12:22 am GMT+8","PUTRA05","Perempuan","25 - 54 tahun","Melayu","Johor","STPM","Ya","Hida Global Trading","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Johor","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","MARA- Majlis Amanah Rakyat;KEJORA - Lembaga Kemajuan Johor Tenggara","Geran bantuan;Pinjaman (modal pusingan, aset, alatan);Peralatan (in kind + latihan);Packaging","Kurang RM2,000 sebulan (RM24,000 tahunan)","5","5","5","5","3","3","4","4","","4","4","4","4",""
"2023/11/23 11:15:44 am GMT+8","PUTRA05","Lelaki","25 - 54 tahun","Melayu","Kelantan","SPM","Ya","Mohd Rashidi bin m junoh","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Kelantan","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","MARA- Majlis Amanah Rakyat;RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Geran bantuan;Peralatan (in kind);Peralatan (in kind + latihan)","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","3","3","3","3","3","3","3","","3","3","3","3",""
"2023/11/23 11:16:15 am GMT+8","PUTRA10","Perempuan","15 - 24 tahun","Melayu","Negeri Sembilan","Diploma","Ya","Hajar wardah enterprise ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Negeri Sembilan","Kurang RM2,000 sebulan (RM24,000 tahunan)","KEMAS - Jabatan Kemajuan Masyarakat;RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah","Pembiayaan (dana bank);Peralatan (in kind);Peralatan (in kind + latihan);Geran penyelidikan;Packaging","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","4","3","3","4","4","3","4","","5","4","4","4","Tempat Dan keselesaan keusahawan "
"2023/11/23 11:17:04 am GMT+8","PUTRA06","Perempuan","25 - 54 tahun","Melayu","Negeri Sembilan","Ijazah Sarjana Muda","Ya","Yana bakery","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Negeri Sembilan","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","MARA- Majlis Amanah Rakyat;KEMAS - Jabatan Kemajuan Masyarakat;Fama","Geran bantuan;Pinjaman (modal pusingan, aset, alatan);Pembiayaan (dana bank);Peralatan (in kind);Peralatan (in kind + latihan)","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","4","4","3","2","3","4","4","","4","5","5","5",""
"2023/11/23 11:19:27 am GMT+8","PUTRA05","Perempuan","25 - 54 tahun","Melayu","Kelantan","Diploma","Ya","R4DAR EMPIRE","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Kelantan","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah;KESEDAR - Lembaga Kemajuan Kelantan Selatan;Jabatan pertanian","Latihan sahaja;Packaging","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","3","4","4","4","3","3","3","","4","4","5","4",""
"2023/11/23 11:20:43 am GMT+8","PUTRA10","Lelaki","25 - 54 tahun","Melayu","Pulau Pinang","Sijil","Ya","Teratak coklat ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Pulau Pinang","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","PERDA - Lembaga Kemajuan Wilayah Pulau Pinang","Pembiayaan (dana bank);Promosi / pemasaran;Business matching","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","3","4","4","4","4","4","4","4","","4","4","4","4",""
"2023/11/23 11:23:04 am GMT+8","PUTRA05","Perempuan","25 - 54 tahun","Melayu","Kelantan","STPM","Ya","SS FROZEN & FOOD","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Kelantan","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah;KESEDAR - Lembaga Kemajuan Kelantan Selatan","Peralatan (in kind);Packaging","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","2","3","3","4","4","3","3","","3","3","3","3",""
"2023/11/23 11:24:14 am GMT+8","PUTRA08","Lelaki","25 - 54 tahun","Melayu","Pulau Pinang","Sarjana","Ya","Aznan Le Craft House","Milikan Tunggal (Enterprise)","Pembuatan - Perabot, Kraftangan dll","Pulau Pinang","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","MARA- Majlis Amanah Rakyat;PERDA - Lembaga Kemajuan Wilayah Pulau Pinang","Latihan sahaja;Perniagaan online;Promosi / pemasaran;Business matching","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","3","4","3","3","3","4","3","3","","4","4","4","4",""
"2023/11/23 11:24:26 am GMT+8","PUTRA06","Perempuan","25 - 54 tahun","Melayu","Selangor","Diploma","Ya","Lil Rose Resources","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Selangor","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","KEMAS - Jabatan Kemajuan Masyarakat","Packaging","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","3","4","3","2","5","3","4","","5","4","5","5","Mendengar dan mengambil kira cadangan dari agensi yg membantu usahawan setiap pandangan perlu diambil kira kerana usahawan d bawah agensi terdiri drp berbagai jenis kump usahawan
"
"2023/11/23 11:25:05 am GMT+8","PUTRA10","Perempuan","25 - 54 tahun","Melayu","Selangor","SPM","Ya"," cwa handmade","Milikan Tunggal (Enterprise)","Pembuatan - Perabot, Kraftangan dll","Selangor","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","KEMAS - Jabatan Kemajuan Masyarakat","Geran bantuan","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","3","3","3","3","3","3","3","","3","4","3","3",""
"2023/11/23 11:27:11 am GMT+8","PUTRA05","Perempuan","25 - 54 tahun","Melayu","Kelantan","SPM","Ya","Kelimas Food Industries Plt","Perkongsian Liabiliti Terhad (PLT)","Pembuatan - Teknologi, Teknologi Tinggi dll","Kelantan","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","RISDA - Pihak Berkuasa Kemajuan Pekebun Kecil Perusahaan Getah;KESEDAR - Lembaga Kemajuan Kelantan Selatan","Geran bantuan;Peralatan (in kind)","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","3","2","4","4","2","4","2","4","","4","4","5","4",""
"2023/11/23 11:27:54 am GMT+8","PUTRA09","Perempuan","25 - 54 tahun","Melayu","Perak","Sarjana","Ya","DLEKIR SIGNATURE","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Perak","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Geran bantuan;Peralatan (in kind);Peralatan (in kind + latihan)","Kurang RM2,000 sebulan (RM24,000 tahunan)","5","4","3","4","5","4","3","5","","5","5","5","5","Guide usahawan dalam lesen mesti dan halal. "
"2023/11/23 11:31:32 am GMT+8","PUTRA10","Perempuan","55 - 64 tahun","Melayu","Pulau Pinang","STPM","Ya","Tropical Food Industries","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Pulau Pinang","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","PERDA - Lembaga Kemajuan Wilayah Pulau Pinang","Geran bantuan;Pinjaman (modal pusingan, aset, alatan);Peralatan (in kind + latihan);Latihan sahaja;Promosi / pemasaran","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","3","4","3","2","3","4","3","3","","4","4","5","5",""
"2023/11/23 11:33:26 am GMT+8","PUTRA07","Perempuan","25 - 54 tahun","Melayu","Perak","Sarjana","Ya","D’lekir signature ","Perkongsian (Enterprise)","Makanan & Minuman (F&B)","Perak","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Geran bantuan;Peralatan (in kind);Peralatan (in kind + latihan)","Kurang RM2,000 sebulan (RM24,000 tahunan)","3","3","3","3","4","3","3","3","","3","4","4","4","Buat khursus untuk dptkan lesen mesti Dan halal jakim "
"2023/11/23 11:33:50 am GMT+8","PUTRA08","Lelaki","25 - 54 tahun","Melayu","Pulau Pinang","PhD","Ya","Aray Trading","Milikan Tunggal (Enterprise)","Perkhidmatan - Kecantikan, Tatarias, Fesyen dll","Pulau Pinang","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","MARA- Majlis Amanah Rakyat","Business matching","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","5","4","5","4","3","3","3","3","","3","3","3","3",""
"2023/11/23 11:34:27 am GMT+8","PUTRA10","Perempuan","25 - 54 tahun","Melayu","Pulau Pinang","SPM","Ya","Syafaf Shop Enterprise","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Pulau Pinang","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","PERDA - Lembaga Kemajuan Wilayah Pulau Pinang","Peralatan (in kind)","Kurang RM2,000 sebulan (RM24,000 tahunan)","5","5","5","5","5","5","5","5","","5","5","5","5",""
"2023/11/23 11:36:19 am GMT+8","PUTRA05","Perempuan","15 - 24 tahun","Melayu","Pulau Pinang","SPM","Ya","HANINA SS ENTERPRISE","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Pulau Pinang","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","MARA- Majlis Amanah Rakyat;PERDA - Lembaga Kemajuan Wilayah Pulau Pinang","Geran bantuan;Peralatan (in kind)","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","2","5","4","4","5","3","5","5","","5","5","5","4",""
"2023/11/23 11:40:18 am GMT+8","PUTRA08","Lelaki","25 - 54 tahun","Melayu","Pulau Pinang","Sarjana","Ya","Sireh house sdn bhd","Syarikat Sendirian Berhad (Sdn Bhd)","Perkhidmatan - Kecantikan, Tatarias, Fesyen dll","Pulau Pinang","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","Tiada","Selain di atas","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","5","5","5","4","4","5","5","4","","3","5","5","4",""
"2023/11/23 11:42:29 am GMT+8","PUTRA09","Perempuan","25 - 54 tahun","Melayu","Pahang","SPM","Ya","MGBR ENTERPRISE","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Pahang","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Geran bantuan;Pembiayaan (dana bank);Peralatan (in kind);Peralatan (in kind + latihan);Packaging","Kurang RM2,000 sebulan (RM24,000 tahunan)","5","4","3","5","1","5","5","3","","3","4","2","4","Membantu mengembangkan perniagaan para usahawan "
"2023/11/23 11:42:38 am GMT+8","PUTRA07","Perempuan","25 - 54 tahun","Melayu","Pahang","SPM","Ya","Mgbr enterprise ","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Pahang","RM2,000 hingga RM5,000 sebulan (RM24,000 hingga RM60,000 tahunan)","FELCRA - Lembaga Penyatuan dan Pemulihan Tanah Persekutuan","Geran bantuan;Pembiayaan (dana bank);Peralatan (in kind + latihan);Packaging","Kurang RM2,000 sebulan (RM24,000 tahunan)","4","3","4","3","4","3","4","3","","3","4","3","4","Banyak tolong usahawan kecil kecilan"
"2023/11/23 11:47:12 am GMT+8","PUTRA09","Perempuan","25 - 54 tahun","Melayu","Selangor","Ijazah Sarjana Muda","Ya","AURA HZ ENT","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Selangor","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","AIM-Amanah Ikhtiar Malaysia","Gerai / warung desa","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","5","4","3","4","4","3","4","5","","5","5","5","3","Perbanyakkan signage "
"2023/11/23 11:47:16 am GMT+8","PUTRA07","Perempuan","25 - 54 tahun","Melayu","Selangor","Ijazah Sarjana Muda","Ya","Aura hz","Milikan Tunggal (Enterprise)","Makanan & Minuman (F&B)","Selangor","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","AIM-Amanah Ikhtiar Malaysia","Gerai / warung desa","RM5,000 hingga RM12,500 sebulan (RM60,000 hingga RM150,000 tahunan)","3","3","4","4","4","3","4","3","","3","4","3","4","Banyakkan signage"
"2023/11/23 11:47:34 am GMT+8","PUTRA05","Perempuan","25 - 54 tahun","Melayu","Pulau Pinang","Ijazah Sarjana Muda","Ya","EPOL TECH INDUSTRIES","Milikan Tunggal (Enterprise)","Pembuatan - Perabot, Kraftangan dll","Pulau Pinang","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","PERDA - Lembaga Kemajuan Wilayah Pulau Pinang","Latihan sahaja","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","3","3","3","2","1","1","1","3","","5","5","5","5",""
"2023/11/23 11:51:10 am GMT+8","PUTRA06","Perempuan","15 - 24 tahun","Melayu","Kedah","Diploma","Ya","Bfw food resour","Syarikat Sendirian Berhad (Sdn Bhd)","Makanan & Minuman (F&B)","Kedah","RM25,000 hingga RM1.25juta sebulan (RM300,000 hingga RM15juta tahunan)","KEDA - Lembaga Kemajuah Wilayah Kedah","Selain di atas","RM12,500 hingga RM25,000 sebulan (RM150,000 hingga RM300,000 tahunan)","3","3","3","3","3","3","3","3","","3","3","3","3",""
